Page ID,Page Name,Disclaimer,Amount Spent (USD)
202626512363,U.S. Census Bureau,U.S. Census Bureau,165571
113697513378680,Clean Energy Matters,Clean Energy Matters,148558
2330577043935831,Sara Gideon,SARA GIDEON FOR MAINE,120338
105594977748727,Maine Together,Priorities USA Action and SMP. (202) 455-8428. (202) 871-9255. Not authorized by any candidate or candidate's committee.,110260
419237048158257,Susan Collins,COLLINS FOR SENATOR,86426
7860876103,Joe Biden,BIDEN FOR PRESIDENT,77894
373981446795978,16 Counties Coalition,Maine Momentum,57164
156968474833352,Stop Republicans,Stop Republicans,52454
100987421606135,A Stronger Maine,Priorities USA and Majority Forward,52126
103498497955115,Side by Side for Good,HQ Energy Services (US) Inc.,49858
110749446963570,Courier,Courier Newsroom,45420
237788366660686,Tax March,Tax March,44304
1905404009676710,New England Clean Energy Connect,New England Clean Energy Connect,44186
103801844298982,Team Collins,COLLINS FOR SENATOR,43986
916623425064173,One Nation,One Nation,32381
153080620724,Donald J. Trump,TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,24210
107609657630105,Sara Gideon Facts,the NRSC and not authorized by any candidate or candidate's committee.,19861
654702428226892,Stop the Corridor,Stop the Corridor,19524
1934191280189700,Health Care Voter,Health Care Voter,15282
112374966814067,1820 PAC,1820 PAC,15053
133666160060982,Senate Majority PAC,SMP,14355
96935476345,Democratic Governors Association (DGA),Democratic Governors Association,14312
743016619178814,Save My Care,Save My Country Action Fund,13852
329272720965256,GALvanize USA,GALvanize USA,12624
153080620724,Donald J. Trump,"DONALD J. TRUMP FOR PRESIDENT, INC.",11971
8934429638,Planned Parenthood Action,Planned Parenthood Action Fund,11480
946581638742571,Maine Senate Republican Campaign,Maine Senate Republican Majority,10125
1615018905412860,Progressive Turnout Project,PROGRESSIVE TURNOUT PROJECT,9921
33110852384,Doctors Without Borders/ Médecins Sans Frontières (MSF),Doctors Without Borders/Médecins Sans Frontières (MSF),9908
6726182861,Mike Pence,TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,9874
176398092558933,Joe Baldacci,Joseph M. Baldacci,8917
106007554211435,Mainers For Working Families,Mainers For Working Families,8127
328072970642479,Jaime Harrison,JAIME HARRISON FOR US SENATE,7797
1711465445765878,Nancy Pelosi,NANCY PELOSI FOR CONGRESS,7725
73970658023,International Rescue Committee,International Rescue Committee,7664
384889221867668,Alliance For Maine,James Bonfield,7557
655729801170405,Planned Parenthood Maine Action Fund,Planned Parenthood Maine Action Fund,7252
602714436529710,End Citizens United,END CITIZENS UNITED,7085
