Page ID,Page Name,Disclaimer,Amount Spent (USD)
101183127996396,Four Is Enough,PACRONYM,521030
7860876103,Joe Biden,BIDEN FOR PRESIDENT,417175
107803807306401,Michigan Census,Michigan Census 2020,391388
202626512363,U.S. Census Bureau,U.S. Census Bureau,296465
101359811498192,Cost of Chaos,Priorities USA Action. 202-455-8428. Not authorized by any candidate or candidate's committee.,292542
156968474833352,Stop Republicans,Stop Republicans,260118
153080620724,Donald J. Trump,"DONALD J. TRUMP FOR PRESIDENT, INC.",242174
106158314342739,Facts First,Priorities USA Action. 202-455-8428. Not authorized by any candidate or candidate's committee.,229329
153080620724,Donald J. Trump,TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,206738
133666160060982,Senate Majority PAC,SMP,192129
101181794707874,United Research Group,United Research Group,182647
6713653788,Gary Peters,PETERS FOR MICHIGAN,181289
21896798120,Progress Michigan,PROGRESS MICHIGAN,160568
171287339973880,LCV Victory Fund,"LCV Victory Fund, 202-785-8683, and Priorities USA Action, 202-455-8428, and not authorized by any candidate or candidate’s committee.",117949
51057276745,Michigan Department of Health and Human Services,Michigan Department of Health and Human Services,113861
110431480477073,Fair and Equal Michigan,Fair and Equal Michigan,112048
72186095846,Center For American Progress Action Fund,Center for American Progress Action Fund,106786
104934207736995,Paycheck to Paycheck,Center for American Progress Action Fund,106042
425408274980132,Let's Be Honest,Priorities USA,96382
6726182861,Mike Pence,TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,91744
6726182861,Mike Pence,"DONALD J. TRUMP FOR PRESIDENT, INC.",90457
332716170522025,America First Action,America First Action,88035
96935476345,Democratic Governors Association (DGA),Democratic Governors Association,77606
260366367717440,Committee to Protect Medicare,Committee to Protect Medicare PAC,72368
580610428636345,Fight for $15,Fight for $15,71010
604038030097923,We Make Michigan,The Story of Us,70170
20787991568,Senate Democrats,DSCC,67861
156994304362574,American Bridge,AMERICAN BRIDGE 21ST CENTURY,61458
110746996993983,The Gander Newsroom,Courier Newsroom,60982
23115571034,Planned Parenthood Advocates of Michigan,Planned Parenthood Advocates of Michigan,60189
1316423028507925,Better Future Michigan,Better Future Michigan. Not Authorized by any Candidate or Candidate’s Committee,56461
112041183486666,Project Sunshine,ACRONYM,54388
1771156219840594,Team Trump,"DONALD J. TRUMP FOR PRESIDENT, INC.",51368
126498287375611,Michigan League of Conservation Voters,MICHIGAN LEAGUE OF CONSERVATION VOTERS,48579
110749446963570,Courier,Courier Newsroom,47810
9324910069,NRSC,NRSC,47633
242077219243971,The Presidential Coalition,The Presidential Coalition,46818
33110852384,Doctors Without Borders/ Médecins Sans Frontières (MSF),Doctors Without Borders/Médecins Sans Frontières (MSF),46009
260754507296508,The Voter Participation Center,Voter Participation Center,45895
73970658023,International Rescue Committee,International Rescue Committee,44208
1615018905412860,Progressive Turnout Project,PROGRESSIVE TURNOUT PROJECT,42654
105943157686335,Trust Michigan Families,TRUST MICHIGAN FAMILIES,41947
107483817554072,WorkMoney,WorkMoney Inc,38393
1711465445765878,Nancy Pelosi,NANCY PELOSI FOR CONGRESS,37274
2123621147662486,Michigan Advance,Michigan Advance,36325
1883837055193241,Shield Republic,Shield Republic,34474
80562389320,NARAL Pro-Choice America,NARAL Freedom Fund,33495
11131463701,truth,TRUTH INITIATIVE FOUNDATION,31689
328072970642479,Jaime Harrison,JAIME HARRISON FOR US SENATE,30888
92925746942,Judicial Watch,Judicial Watch,30726
127225910653607,PragerU,PragerU,30575
107858693983382,The GOP Shop,The GOP Shop,30433
38235851310,USA for UNHCR,UNITED STATES ASSOCIATION FOR UNHCR,30328
172758932738142,PhRMA,PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,29953
110382887228216,Organizing Together 2020,We Americans Can Fund,29700
196382377057315,Learn Our History,Learn Our History,29403
1771156219840594,Team Trump,TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,29354
105756057589080,The Lincoln Project,The Lincoln Project,29019
25055115099,Intuit,INTUIT INC.,27710
673117639774135,Gretchen Whitmer,Gretchen Whitmer for Governor,27584
108824017345866,Facebook,"Facebook, Inc.",27560
571182609571332,NextGen America,NEXTGEN CLIMATE ACTION COMMITTEE,27192
110115183869197,Senior Burial Benefits,Lerrell Reshawn Carr,27048
165987503528599,Lindsey Graham,"TEAM GRAHAM, INC.",26831
8934429638,Planned Parenthood Action,Planned Parenthood Action Fund,26324
7976226799,The Daily Show,Comedy Central,25340
106244251043808,Reuse Plastics,"AMERICAN CHEMISTRY COUNCIL, INC.",25166
127755494595870,Progressive Takeover,PROGRESSIVE TAKEOVER,25076
1449461518652183,4Patriots,4Patriots LLC,24779
212027388827797,Fred Upton,Congressman Fred Upton,24423
2352630938293825,Mytacticalpromos,Entremax,24270
123385824341444,MISS DIG 811,"MISS DIG System, Inc.",24234
101617224555221,Nancy Pelosi Elects Democrats,PAC TO THE FUTURE,24133
342294162453301,Planned Parenthood,Planned Parenthood Federation of America,23779
215968684159,AFT - American Federation of Teachers,American Federation of Teachers,23488
39813692310,Michigan Democratic Party,the Michigan Democratic Party,23188
916908791847627,Prosperity Michigan,Prosperity Michigan,23000
1593518174052711,Candace Owens,Candace Owens LLC,22727
109742407314234,Restoration Action,Restoration Action,21884
259130650776119,Mitch McConnell,MCCONNELL SENATE COMMITTEE,21631
100852874648291,Mighty Michigan,American Culture,21621
105056767589816,Lisa McClain for Congress,LISA MCCLAIN FOR CONGRESS,21505
200650357207240,I Love My Freedom,I Love My Freedom,21224
1316372698453411,Alexandria Ocasio-Cortez,ALEXANDRIA OCASIO-CORTEZ FOR CONGRESS,21147
18982436812,ACLU,American Civil Liberties Union,21086
12301006942,Democratic Party,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,20901
107337737506570,Protect Our Public Schools,Protect Our Public Schools,20777
80562389320,NARAL Pro-Choice America,NARAL Pro-Choice America,20212
791543660926838,"I'll go ahead and keep my guns, Thanks",2A4LIFE LLC,20070
493149655523,"Wayne County, Michigan",Wayne County,19668
10461186460,Ben & Jerry's,"BEN & JERRY'S HOMEMADE, INC.",19500
830121337093232,National Democratic Training Committee,NATIONAL DEMOCRATIC TRAINING COMMITTEE PAC,19431
24330467048,Americans for Prosperity,AMERICANS FOR PROSPERITY,19399
6204742571,Sierra Club,SIERRA CLUB,19069
110406740562562,A Stronger Financial Michigan,A Stronger Financial Michigan,19040
7814597100,Jim Jordan for Congress,JIM JORDAN FOR CONGRESS,18668
139599847972,National Nurses United,BE A HERO PAC,18397
228754857151053,House Majority PAC,House Majority PAC,18363
302182941354,AARP Advocates,AARP,18342
111182343682003,Certified CCW,CertifiedCCW.com,18241
329272720965256,GALvanize USA,GALvanize USA,18210
106365767555815,Consumer Rights Law,"Sift Legal Marketing, LLC",17633
602714436529710,End Citizens United,END CITIZENS UNITED,17403
149111148441167,Law Center For Social Security Rights,LAW CENTER FOR SOCIAL SECURITY RIGHTS,17320
950998258312654,Knowhere,"Knowhere, Inc.",16550
176789922364429,Steve Daines,STEVE DAINES FOR MONTANA,16438
108710910618129,Carmelita for Congress,Carmelita for Congress,16084
84420741464,DTE Energy,DTE ELECTRIC COMPANY,15928
345504286342057,Keeping America Great Again,RightWingGear.com,15781
236369846383459,Congressional Black Caucus PAC,Congressional Black Caucus PAC,15712
67945990059,The American Petroleum Institute,AMERICAN PETROLEUM INSTITUTE,15503
105685237720076,Better Future MI Fund,Better Future MI Fund,15498
309798029121030,Everytown for Gun Safety,Everytown for Gun Safety Action Fund Inc,15474
158791100909689,Concerned Veterans for America,Concerned Veterans for America,15384
1389807071117013,Lynn Afendoulis,Lynn Afendoulis for Congress,15216
121388362246,Goldman Sachs,Goldman Sachs & Co.,15156
203805062990264,Ben Shapiro,The Daily Wire,14772
1487587521541634,President Donald Trump Fan Club,I Love My Freedom,14741
665345483483486,NRA - National Rifle Association of America,NATIONAL RIFLE ASSN OF AMERICA,14247
271991555961,American Ambulance Association,"American Ambulance Association, Inc",13530
134597023235240,Rashida Tlaib,RASHIDA TLAIB FOR CONGRESS,13221
1025055787535714,A Case for Women,A Case for Women,13207
294127745420,Michigan Health & Hospital Association,MICHIGAN HEALTH AND HOSPITAL ASSOCIATION,13162
25852730092,Care2,Care2 Inc,13091
560140464159364,Stand for the 2nd Amendment,SFT2 Tactical Supply,12924
1600352356914768,PushBlack,PushBlack,12821
19972147679,SEIU,SEIU,12813
303061950155375,John James,"JOHN JAMES FOR SENATE, INC.",12794
1479923688811438,Geothermal,Geothermal Exchange Organization,12657
1374134752633656,New Health Plans,Shop Insurance Plans,12545
111190503607161,Be Counted GR 2020,Be Counted GR (City of Grand Rapids Development Center),12262
7292655492,MoveOn,MOVEON.ORG POLITICAL ACTION,12154
11791104453,NRDC,Natural Resources Defense Council,12112
1714470218843866,Rep. Jack Bergman,Office of Rep. Jack Bergman,12095
275924912753,City of Detroit Government,City of Detroit,12060
110239177250087,Family Friendly Michigan,Sixteen Thirty Fund,12010
163148530407080,Captain Mark Kelly,MARK KELLY FOR SENATE,11973
35169196082,Project HOPE,"PROJECT HOPE-THE PEOPLE-TO-PEOPLE HEALTH FOUNDATION, INC.",11888
103481651030324,Great Lakes. Michigan Jobs.,Great Lakes. Michigan Jobs.,11788
305832706292882,American Gun Association,GunAssociation.org,11772
530604487365010,Old Glory Flagpole Kits,Service First Flag Poles,11667
114710126648118,Republican Dogs,Republican Dogs,11508
124155874263916,Participant Media,Participant Media,11439
101210588150219,Boy Scouts Abuse Claims,X Social Media LLC,11332
1934191280189700,Health Care Voter,Health Care Voter,11291
2037695643113766,Blexit,Blexit Foundation,11184
109111900634787,Reverend Raphael Warnock,WARNOCK FOR GEORGIA,11126
717115395103069,PrintedKicks,Printed Kicks,10972
451900515399684,Peter Meijer,PETER MEIJER FOR CONGRESS,10929
304600892905134,Hillsdale College Online Courses,HILLSDALE COLLEGE,10893
309308412520731,Sandy Hook Promise,Sandy Hook Promise,10870
461204744067686,Family Protection Association,Family Protection Association,10822
159964696102,Kevin McCarthy,KEVIN MCCARTHY FOR CONGRESS,10810
110051514050443,Profiteering Peters,the NRSC and not authorized by any candidate or candidate's committee.,10585
17911165812,Covenant House International,Covenant House,10548
36474716066,Color Of Change,COLOROFCHANGE.ORG,10491
167586229923327,World Food Program USA,World Food Program USA,10447
213792049451918,Stand For America,Stand For America Inc,10437
111393882812494,Amy McGrath,"AMY MCGRATH FOR SENATE, INC.",10394
120551431317,Nickelodeon,Nickelodeon with Facebook Ad Credits,10353
85452072376,Newsmax,Newsmax Media,10349
81363295697,Detroit Regional Chamber,Detroit Regional Chamber,10336
27311599342,Preemptive Love,Preemptive Love Coalition,10278
95356211637,Ben Ferguson,Ben Ferguson show,10251
203197030603239,8 Billion Trees,8 Billion Trees LLC,10191
246323280108,American Medical Association (AMA),American Medical Association,10136
69039563201,Open Doors USA,"OPEN DOORS WITH BROTHER ANDREW, INC.",9976
16477459734,League of Conservation Voters,"LEAGUE OF CONSERVATION VOTERS, INC",9920
1435071773455316,Daily Wire,The Daily Wire,9772
45393753416,Alliance Defending Freedom,Alliance Defending Freedom,9744
96935476345,Democratic Governors Association (DGA),DEMOCRATIC ACTION,9669
116534199732974,USA Carry Online,USA Carry Online,9449
168051710543266,Lacy Johnson,Lacy Johnson for Congress,9397
132492254050920,American AF,AAF Nation,9325
100137754724934,Trump 2020 Supporters,Proud Right Winger,9208
36091862898,The Mackinac Center for Public Policy,The Mackinac Center for Public Policy,9167
109550734011965,Shri Thanedar for State Representative,Shri Thanedar For Michigan,9146
5435784683,Greenpeace USA,"GREENPEACE, INC.",9120
21492729544,Catholic Relief Services,CATHOLIC RELIEF SERVICES - UNITED STATES CONFERENCE OF CATHOLIC BISHOPS,9026
313942829424,Morgan & Morgan P.A.,"MORGAN & MORGAN, P.A.",9000
185208942307904,Oakland County Board of Commissioners,Oakland County Board of Commissioners,8921
167139593306791,ACLU of Michigan,AMERICAN CIVIL LIBERTIES UNION,8850
8047221596,Save the Children US,"SAVE THE CHILDREN FEDERATION, INC.",8738
1428283027462702,Restoration PAC,RESTORATION PAC,8735
314499212242,Pfizer,Pfizer Inc.,8640
110239177250087,Family Friendly Michigan,PROGRESS MICHIGAN,8500
101691091213750,The Empowerment Alliance,The Empowerment Alliance,8462
19192438096,AAAS - The American Association for the Advancement of Science,American Association for the Advancement of Science,8452
681626158940626,Mission Roll Call,Americas Warrior Partnership,8392
2078647579047586,Project Pulso,Project Pulso,8126
7483836629,Ancestry,Ancestry.com Operations Inc.,8023
1194865807192273,Conservative Gear,Outergoods LLC,7850
169130743498585,Tactical Pro Supply,Chad Keller,7813
30139072158,CARE,CARE,7779
456262374764387,Voters Not Politicians,Voters Not Politicians,7772
293225127381200,Patriot Depot,The Patriot Depot,7766
187654104587692,Rep Tim Walberg,Office of Rep. Tim Walberg,7732
219612384781411,Bloomberg Philanthropies,Bloomberg Philanthropies,7627
169130470583214,Demand Justice,Demand Justice,7552
15188122178,The Hamilton Collection,The Hamilton Collection,7515
110130647164439,Tonight's News,Ibrahim Oloko,7489
105732744375701,Steve Bullock,Montanans for Bullock,7487
833845080319275,The Daily Patriot,Full Tilt Holdings LLC,7477
114501575391943,Compare Medicare Quotes,Benepath,7327
169294473121454,Policetees.com,PoliceTees.com,7275
36876859605,Huron-Clinton Metroparks,Huron-Clinton Metroparks,7245
706716899745696,Women for Trump,"DONALD J. TRUMP FOR PRESIDENT, INC.",7226
107953199261156,ifaw,"INTERNATIONAL FUND FOR ANIMAL WELFARE, INC.",7163
81125266503,City of Kentwood,City of Kentwood,7153
277592828993436,LPAC,LPAC Action Network,6996
648335462024721,Haley Stevens,HALEY STEVENS FOR CONGRESS,6969
22877548156,Earth Day Network,EARTH DAY NETWORK INC,6957
686763428036357,Detroit Water and Sewerage Department,DETROIT WATER AND SEWERAGE DEPARTMENT,6829
738063612887865,Alliance for Michigan Power,Alliance for Michigan Power,6804
5720973755,Defenders of Wildlife,DEFENDERS OF WILDLIFE,6787
373814729643508,Let America Vote,LET AMERICA VOTE PAC,6768
181183059253295,Dorsal Bracelets,Dorsal Bracelets,6756
385473284886474,Hillsdale College,HILLSDALE COLLEGE,6734
1556932204325823,ProgressPop,ProgressPop,6647
8325302025,Friends of the Earth U.S.,Friends of the Earth,6608
383677738397139,Association for Accessible Medicines,Association for Accessible Medicines,6599
281844617168,Jewish Voice Ministries International,JEWISH VOICE MINISTRIES INTERNATIONAL,6591
605168822998856,314 Action,314 ACTION FUND,6520
393932827634250,Dissent Pins,Common Practice,6509
23875187730,Feeding America,Feeding America,6406
2330577043935831,Sara Gideon,SARA GIDEON FOR MAINE,6364
8501031021,VoteVets.org,"VoteVets Action Fund, Inc.",6349
139599847972,National Nurses United,National Nurses United,6334
6500552187,Hulu,"HULU, LLC",6269
107691787315257,Doug Slocum for Congress,SLOCUM FOR CONGRESS,6120
105082577572557,Shane Hernandez for Congress,SHANE HERNANDEZ FOR CONGRESS,6088
1824503584434809,I Vaccinate,Michigan Department of Health and Human Services,6080
109021767293838,Making Retirement Last,Making Retirement Last,6052
592707041080920,Stand Together,Stand Together Chamber of Commerce Inc.,6034
115161143244198,Eric Esshaki,Esshaki for Congress,6010
127335473965761,Recycle Cartons,"Carton Council of North America, Inc.",5929
57259033959,AARP,AARP,5903
623339164538852,National Security Action,Nationalsecurityaction.org,5817
383877235817031,Keep America Great,Keep America Great,5813
21375324480,The Heritage Foundation,HERITAGE FOUNDATION (THE),5780
2283535575207809,Ditch Mitch,DITCH FUND,5742
504161563089343,BlackPAC,Black PAC,5732
6985452607,Brita USA,The Clorox Company,5704
2022684294728850,Unite2Vote,ISAIAH,5642
172946850901,Americans for Prosperity-Michigan,AMERICANS FOR PROSPERITY,5547
277005566267077,Blueland,Blueland,5538
195940624693977,Country Wide Concealed,Countrywide Concealed,5499
839073729808623,Hillary Scholten,SCHOLTEN FOR CONGRESS,5465
109784800371914,Protect Kids: Fight Flavored E-Cigarettes,TOBACCO-FREE KIDS ACTION FUND,5432
18813753280,Human Rights Campaign,"HUMAN RIGHTS CAMPAIGN, INC.",5395
109190967329516,Car Headline Bulletin,Abraham Osayomi,5360
431099560800970,Front Page Live,"Front Page Live, Inc.",5338
104074991111025,Last Minute Updates,Rickey Laquan Calvin,5324
81517275796,UNICEF USA,UNITED STATES FUND FOR UNICEF,5304
49651563727,Live Action,Live Action,5296
36474716066,Color Of Change,ColorofChange.org,5295
85452072376,Newsmax,"NEWSMAX MEDIA, INC.",5231
118502801658228,Young Kim,Young Kim for Congress,5218
2054657794849071,"Re-Elect Dan O'Leary, Republican, for Washington Township Supervisor",Daniel Francis Oleary,5170
1864721517082089,Democratic Attorneys General Association,Democratic Attorneys General Association,5142
6231686654,Compassion International,"COMPASSION INTERNATIONAL, INCORPORATED",5105
328853823844484,Balance of Power,Balance of Power,5096
15687409793,World Wildlife Fund,World Wildlife Fund,5052
174009339411865,SmartNews,"SmartNews International, Inc.",5016
20876805343,March of Dimes,MARCH OF DIMES INC.,5011
19972147679,SEIU,SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION),5002
209516845093,NRDC Action Fund,NRDC Action Fund,4986
555787351119974,Coalition to Protect America's Health Care,Coalition to Protect America's Health Care,4986
27544763621,Prison Fellowship,Prison Fellowship,4931
591566840920364,Citizens Energizing Michigan's Economy,Citizens Energizing Michigan's Economy,4856
1523403537916328,State Innovation Exchange,State Innovation Exchange,4832
104325844436320,US Dollar Reports,US Dollar Reports,4808
100391988083233,Triggered Freedom Apparel,Triggered Freedom Apparel,4765
2022955524588789,Annette Glenn for Representative,"Annette Glenn for Michigan, PO Box 1128, Midland, MI 48641",4741
2353537341582545,Proud Patriots,"Unicorn Wealth, LLC",4738
134705859885321,Unilever,Unilever,4726
